ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
R1411,10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5,red
R1412,8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6,red
R1413,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5,red
R1414,9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5,red
R1415,6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,6,red
R1416,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,7,red
R1417,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,red
R1418,9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5,red
R1419,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,red
R1420,7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,red
R1421,7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5,red
R1422,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5,red
R1423,6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,red
R1424,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,red
R1425,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,red
R1426,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,red
R1427,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,red
R1428,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,red
R1429,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,red
R1430,9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,red
R1431,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,red
R1432,7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,red
R1433,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,red
R1434,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,red
R1435,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,6,red
R1436,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6,red
R1437,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6,red
R1438,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,red
R1439,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,red
R1440,7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,5,red
R1441,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5,red
R1442,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5,red
R1443,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,red
R1444,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,red
R1445,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5,red
R1446,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,red
R1447,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,red
R1448,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,red
R1449,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,red
R1450,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,red
R1451,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,red
R1452,5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,5,red
R1453,7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,5,red
R1454,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,red
R1455,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,red
R1456,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,red
R1457,11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,red
R1458,9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,red
R1459,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,red
R1460,7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5,red
R1461,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,6,red
R1462,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,red
R1463,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,red
R1464,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,red
R1465,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,red
R1466,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,red
R1467,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,red
R1468,12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,red
R1469,10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,red
R1470,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,red
R1471,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,red
R1472,7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5,red
R1473,6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,red
R1474,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5,red
R1475,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5,red
R1476,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,red
R1477,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,red
R1478,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,red
R1479,7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,5,red
R1480,7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,red
R1481,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,red
R1482,7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,6,red
R1483,8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,red
R1484,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,red
R1485,8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5,red
R1486,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5,red
R1487,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5,red
R1488,7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,5,red
R1489,7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,red
R1490,7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,red
R1491,7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,red
R1492,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6,red
R1493,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,red
R1494,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,red
R1495,4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,6,red
R1496,5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,red
R1497,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,red
R1498,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,red
R1499,9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,red
R1500,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5,red
R1501,8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5,red
R1502,7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5,red
R1503,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,red
R1504,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,red
R1505,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,red
R1506,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,red
R1507,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,red
R1508,7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5,red
R1509,8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,5,red
R1510,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,red
R1511,8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5,red
R1512,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,red
R1513,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,red
R1514,8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5,red
R1515,8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,red
R1516,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5,red
R1517,7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,5,red
R1518,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,red
R1519,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,red
R1520,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,red
R1521,7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,red
R1522,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,red
R1523,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4,red
R1524,7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5,red
R1525,8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,red
R1526,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,red
R1527,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5,red
R1528,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,red
R1529,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,5,red
R1530,8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,4,red
R1531,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,red
R1532,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,red
R1533,8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,red
R1534,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,red
R1535,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,red
R1536,7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5,red
R1537,7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5,red
R1538,7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,red
R1539,7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5,red
R1540,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,red
R1541,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,red
R1542,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,red
R1543,9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5,red
R1544,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,red
R1545,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,red
R1546,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,red
R1547,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,red
R1548,9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5,red
R1549,9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5,red
R1550,6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5,red
R1551,8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,red
R1552,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,red
R1553,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,red
R1554,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,red
R1555,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,red
R1556,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,red
R1557,8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,red
R1558,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,red
R1559,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,red
R1560,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,red
R1561,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,red
R1562,8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,5,red
R1563,8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,red
R1564,7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5,red
R1565,8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,5,red
R1566,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,red
R1567,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,red
R1568,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,red
R1569,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,red
R1570,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,red
R1571,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,red
R1572,7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,5,red
R1573,8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,5,red
R1574,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,red
R1575,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,red
R1576,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,red
R1577,7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5,red
R1578,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,red
R1579,7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5,red
R1580,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,red
R1581,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,red
R1582,8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,5,red
R1583,8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,red
R1584,9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,red
R1585,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5,red
R1586,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,red
R1587,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,red
R1588,8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,5,red
R1589,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,red
R1590,6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,red
R1591,8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,red
R1592,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,red
R1593,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,red
R1594,8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,5,red
R1595,9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,red
R1596,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6,red
R1597,6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,red
R1598,7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,red
R1599,7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,red
W0001,4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,white
W0002,4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4,white
W0003,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,white
W0004,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,white
W0005,6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3,white
W0006,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,white
W0007,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,white
W0008,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,white
W0009,7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6,white
W0010,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,white
W0011,6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,4,white
W0012,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,white
W0013,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,white
W0014,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5,white
W0015,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,white
W0016,7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4,white
W0017,6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5,white
W0018,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,white
W0019,5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,white
W0020,5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4,white
W0021,10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,3,white
W0022,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7,white
W0023,7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4,white
W0024,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,white
W0025,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,white
W0026,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,white
W0027,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5,white
W0028,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,white
W0029,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,white
W0030,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5,white
W0031,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5,white
W0032,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,white
W0033,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,white
W0034,5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,4,white
W0035,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,white
W0036,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,white
W0037,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6,white
W0038,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,white
W0039,8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6,white
W0040,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4,white
W0041,5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,6,white
W0042,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,white
W0043,8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,7,white
W0044,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,white
W0045,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,white
W0046,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,6,white
W0047,6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4,white
W0048,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,white
W0049,6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4,white
W0050,6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6,white
W0051,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,white
W0052,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,white
W0053,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,white
W0054,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5,white
W0055,6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5,white
W0056,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,6,white
W0057,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6,white
W0058,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7,white
W0059,6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4,white
W0060,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6,white
W0061,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5,white
W0062,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4,white
W0063,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5,white
W0064,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,white
W0065,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5,white
W0066,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,white
W0067,5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5,white
W0068,6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7,white
W0069,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,white
W0070,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6,white
W0071,6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,4,white
W0072,8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6,white
W0073,7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3,white
W0074,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,white
W0075,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,white
W0076,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,white
W0077,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,white
W0078,9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6,white
W0079,9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6,white
W0080,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5,white
W0081,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,white
W0082,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,white
W0083,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5,white
W0084,8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,4,white
W0085,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,white
W0086,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5,white
W0087,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5,white
W0088,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,6,white
W0089,6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5,white
W0090,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,white
W0091,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,white
W0092,9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,4,white
W0093,6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,4,white
W0094,8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,6,white
W0095,6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6,white
W0096,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6,white
W0097,5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7,white
W0098,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4,white
W0099,6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5,white
